DigimonCombineId,DigimonAId,DigimonBId,DigimonResultId
50410,128,79,24
50411,128,134,64
50412,128,168,182
50413,128,187,
50414,128,188,
50415,128,135,54
50416,128,136,54
50417,128,169,98
50418,128,81,29
50419,128,170,54
50420,128,137,33
50421,128,172,100
50422,128,171,50
50423,128,80,1
50424,128,173,182
50425,128,138,71
50426,128,174,147
50427,128,139,98
50428,128,82,1
50429,128,83,23
50430,128,190,
50431,128,175,71
50432,128,84,31
50433,128,176,100
50434,128,85,10
50435,128,140,50
50436,128,86,9
50437,128,177,54
50438,128,87,9
50439,128,88,24
50440,128,141,182
50441,128,142,182
50442,128,143,70
50443,128,178,88
50444,128,89,29
50445,128,90,22
50446,128,91,1
50448,128,92,9
50449,128,144,54
50450,128,145,70
50451,128,93,6
50452,128,94,1
50453,128,146,96
50454,128,95,1
50455,128,96,9
50456,128,97,24
50457,128,147,182
50458,128,98,31
50459,128,99,23
50460,128,148,96
50461,128,179,54
50462,128,180,182
50463,128,149,88
50464,128,150,182
50465,128,151,88
50466,128,152,182
50467,128,100,22
50468,128,101,23
50469,128,102,10
50470,128,153,182
50471,129,129,90
50472,129,130,60
50473,129,131,75
50474,129,166,75
50475,129,126,85
50476,129,73,22
50477,129,70,22
50478,129,132,75
50479,129,71,6
50480,129,167,86
50481,129,72,22
50482,129,133,46
50483,129,74,7
50484,129,76,22
50485,129,183,
50486,129,75,22
50487,129,77,25
50488,129,78,20
50489,129,79,12
50490,129,134,67
50491,129,168,100
50492,129,187,
50493,129,188,
50494,129,135,90
50495,129,136,46
50496,129,169,65
50497,129,81,22
50498,129,170,46
50499,129,137,65
50500,129,172,90
50501,129,171,86
50502,129,80,25
50503,129,173,55
50504,129,138,93
50505,129,174,83
50506,129,139,65
50507,129,82,25
50508,129,83,19
50509,129,190,
50510,129,175,93
50511,129,84,10
50512,129,176,90
50513,129,85,10
50514,129,140,86
50515,129,86,6
50516,129,177,90
50517,129,87,6
50518,129,88,22
50519,129,141,55
50520,129,142,60
50521,129,143,38
50522,129,178,75
50523,129,89,7
50524,129,90,22
50525,129,91,25
50527,129,92,16
50528,129,144,46
50529,129,145,38
50530,129,93,21
50531,129,94,6
50532,129,146,100
50533,129,95,30
50534,129,96,22
50535,129,97,22
50536,129,147,59
50537,129,98,10
50538,129,99,19
50539,129,148,100
50540,129,179,46
50541,129,180,100
50542,129,149,36
50543,129,150,55
50544,129,151,75
50545,129,152,86
50546,129,100,22
50547,129,101,19
50548,129,102,10
50549,129,153,86
50550,130,130,43
50551,130,131,79
50552,130,166,79
50553,130,126,64
50554,130,73,24
50555,130,70,2
50556,130,132,88
50557,130,71,13
50558,130,167,42
50559,130,72,14
50560,130,133,60
50561,130,74,30
50562,130,76,14
50563,130,183,
50564,130,75,30
50565,130,77,13
50566,130,78,13
50567,130,79,14
50568,130,134,67
50569,130,168,182
50570,130,187,
50571,130,188,
50572,130,135,54
50573,130,136,60
50574,130,169,98
50575,130,81,29
50576,130,170,60
50577,130,137,51
50578,130,172,60
50579,130,171,42
50580,130,80,13
50581,130,173,42
50582,130,138,56
50583,130,174,56
50584,130,139,98
50585,130,82,13
50586,130,83,20
50587,130,190,
50588,130,175,56
50589,130,84,31
50590,130,176,60
50591,130,85,18
50592,130,140,42
50593,130,86,13
50594,130,177,54
50595,130,87,13
50596,130,88,24
50597,130,141,42
50598,130,142,43
50599,130,143,41
50600,130,178,88
50601,130,89,30
50602,130,90,30
50603,130,91,13
50605,130,92,13
50606,130,144,60
50607,130,145,41
50608,130,93,20
50609,130,94,1
50610,130,146,43
50611,130,95,2
50612,130,96,2
50613,130,97,24
50614,130,147,41
50615,130,98,31
50616,130,99,20
50617,130,148,43
50618,130,179,60
50619,130,180,182
50620,130,149,79
50621,130,150,42
50622,130,151,88
50623,130,152,182
50624,130,100,30
50625,130,101,20
50626,130,102,18
50627,130,153,182
50628,131,131,61
50629,131,166,61
50630,131,126,85
50631,131,73,11
50632,131,70,11
50633,131,132,61
50634,131,71,16
50635,131,167,76
50636,131,72,11
50637,131,133,36
50638,131,74,12
50639,131,76,11
50640,131,183,
50641,131,75,22
50642,131,77,25
50643,131,78,25
50644,131,79,14
50645,131,134,67
50646,131,168,48
50647,131,187,
50648,131,188,
50649,131,135,75
50650,131,136,36
50651,131,169,66
50652,131,81,22
50653,131,170,36
50654,131,137,66
50655,131,172,75
50656,131,171,76
50657,131,80,25
50658,131,173,59
50659,131,138,63
50660,131,174,79
50661,131,139,66
50662,131,82,25
50663,131,83,14
50664,131,190,
50665,131,175,63
50666,131,84,10
50667,131,176,75
50668,131,85,10
50669,131,140,76
50670,131,86,16
50671,131,177,75
50672,131,87,16
50673,131,88,11
50674,131,141,59
50675,131,142,79
50676,131,143,72
50677,131,178,61
50678,131,89,12
50679,131,90,22
50680,131,91,25
50682,131,92,16
50683,131,144,36
50684,131,145,72
50685,131,93,11
50686,131,94,16
50687,131,146,48
50688,131,95,14
50689,131,96,11
50690,131,97,11
50691,131,147,59
50692,131,98,10
50693,131,99,14
50694,131,148,48
50695,131,179,36
50696,131,180,48
50697,131,149,79
50698,131,150,59
50699,131,151,61
50700,131,152,76
50701,131,100,22
50702,131,101,14
50703,131,102,10
50704,131,153,76
50705,166,166,131
50706,166,126,85
50707,166,73,11
50708,166,70,11
50709,166,132,61
50710,166,71,16
50711,166,167,131
50712,166,72,11
50713,166,133,36
50714,166,74,12
50715,166,76,11
50716,166,183,
50717,166,75,22
50718,166,77,25
50719,166,78,25
50720,166,79,14
50721,166,134,67
50722,166,168,131
50723,166,187,
50724,166,188,
50725,166,135,75
50726,166,136,36
50727,166,169,110
50728,166,81,22
50729,166,170,136
50730,166,137,66
50731,166,172,121
50732,166,171,131
50733,166,80,25
50734,166,173,149
50735,166,138,63
50736,166,174,113
50737,166,139,66
50738,166,82,25
50739,166,83,14
50740,166,190,
50741,166,175,131
50742,166,84,10
50743,166,176,121
50744,166,85,10
50745,166,140,76
50746,166,86,16
50747,166,177,121
50748,166,87,16
50749,166,88,11
50750,166,141,59
50751,166,142,79
50752,166,143,72
50753,166,178,131
50754,166,89,12
50755,166,90,22
50756,166,91,25
50758,166,92,16
50759,166,144,36
50760,166,145,72
50761,166,93,11
50762,166,94,16
50763,166,146,48
50764,166,95,14
50765,166,96,11
50766,166,97,11
50767,166,147,59
50768,166,98,10
50769,166,99,14
50770,166,148,48
50771,166,179,136
50772,166,180,131
50773,166,149,79
50774,166,150,59
50775,166,151,61
50776,166,152,76
50777,166,100,22
50778,166,101,14
50779,166,102,10
50780,166,153,76
50781,126,126,64
50782,126,73,28
50783,126,70,10
50784,126,132,64
50785,126,71,6
50786,126,167,87
50787,126,72,10
50788,126,133,64
50789,126,74,28
50790,126,76,10
50791,126,183,
50792,126,75,10
50793,126,77,28
50794,126,78,15
50795,126,79,28
50796,126,134,64
50797,126,168,64
50798,126,187,
50799,126,188,
50800,126,135,64
50801,126,136,64
50802,126,169,64
50803,126,81,28
50804,126,170,64
50805,126,137,102
50806,126,172,85
50807,126,171,87
50808,126,80,28
50809,126,173,47
50810,126,138,102
50811,126,174,64
50812,126,139,64
50813,126,82,28
50814,126,83,28
50815,126,190,
50816,126,175,102
50817,126,84,28
50818,126,176,85
50819,126,85,10
50820,126,140,87
50821,126,86,6
50822,126,177,64
50823,126,87,6
50824,126,88,28
50825,126,141,47
50826,126,142,64
50827,126,143,92
50828,126,178,64
50829,126,89,28
50830,126,90,10
50831,126,91,28
50833,126,92,4
50834,126,144,64
50835,126,145,92
50836,126,93,10
50837,126,94,15
50838,126,146,85
50839,126,95,28
50840,126,96,10
50841,126,97,28
50842,126,147,64
50843,126,98,28
50844,126,99,28
50845,126,148,85
50846,126,179,64
50847,126,180,64
50848,126,149,64
50849,126,150,47
50850,126,151,64
50851,126,152,47
50852,126,100,10
50853,126,101,28
50854,126,102,10
50855,126,153,47
50856,73,73,27
50857,73,70,11
50858,73,132,27
50859,73,71,16
50860,73,167,16
50861,73,72,11
50862,73,133,29
50863,73,74,29
50864,73,76,11
50865,73,183,
50866,73,75,22
50867,73,77,24
50868,73,78,27
50869,73,79,27
50870,73,134,28
50871,73,168,24
50872,73,187,
50873,73,188,
50874,73,135,29
50875,73,136,29
50876,73,169,3
50877,73,81,29
50878,73,170,29
50879,73,137,10
50880,73,172,22
50881,73,171,16
50882,73,80,24
50883,73,173,27
50884,73,138,11
50885,73,174,27
50886,73,139,3
50887,73,82,24
50888,73,83,27
50889,73,190,
50890,73,175,11
50891,73,84,3
50892,73,176,22
50893,73,85,10
50894,73,140,16
50895,73,86,16
50896,73,177,29
50897,73,87,16
50898,73,88,27
50899,73,141,27
50900,73,142,24
50901,73,143,16
50902,73,178,27
50903,73,89,29
50904,73,90,22
50905,73,91,24
50907,73,92,16
50908,73,144,29
50909,73,145,16
50910,73,93,11
50911,73,94,27
50912,73,146,11
50913,73,95,24
50914,73,96,11
50915,73,97,27
50916,73,147,24
50917,73,98,3
50918,73,99,27
50919,73,148,11
50920,73,179,29
50921,73,180,24
50922,73,149,27
50923,73,150,27
50924,73,151,27
50925,73,152,27
50926,73,100,22
50927,73,101,27
50928,73,102,10
50929,73,153,27
50930,70,70,9
50931,70,132,11
50932,70,71,9
50933,70,167,9
50934,70,72,11
50935,70,133,30
50936,70,74,30
50937,70,76,11
50938,70,183,
50939,70,75,22
50940,70,77,13
50941,70,78,13
50942,70,79,14
50943,70,134,18
50944,70,168,9
50945,70,187,
50946,70,188,
50947,70,135,22
50948,70,136,30
50949,70,169,10
50950,70,81,22
50951,70,170,30
50952,70,137,10
50953,70,172,22
50954,70,171,9
50955,70,80,13
50956,70,173,13
50957,70,138,6
50958,70,174,20
50959,70,139,10
50960,70,82,13
50961,70,83,20
50962,70,190,
50963,70,175,6
50964,70,84,10
50965,70,176,22
50966,70,85,10
50967,70,140,9
50968,70,86,9
50969,70,177,22
50970,70,87,9
50971,70,88,11
50972,70,141,13
50973,70,142,2
50974,70,143,9
50975,70,178,11
50976,70,89,30
50977,70,90,22
50978,70,91,13
50980,70,92,9
50981,70,144,30
50982,70,145,9
50983,70,93,6
50984,70,94,9
50985,70,146,9
50986,70,95,2
50987,70,96,9
50988,70,97,11
50989,70,147,13
50990,70,98,10
50991,70,99,20
50992,70,148,9
50993,70,179,30
50994,70,180,9
50995,70,149,14
50996,70,150,13
50997,70,151,11
50998,70,152,9
50999,70,100,22
51000,70,101,20
51001,70,102,10
51002,70,153,9
51003,132,132,53
51004,132,71,16
51005,132,167,76
51006,132,72,11
51007,132,133,68
51008,132,74,29
51009,132,76,11
51010,132,183,
51011,132,75,22
51012,132,77,24
51013,132,78,27
51014,132,79,27
51015,132,134,64
51016,132,168,88
51017,132,187,
51018,132,188,
51019,132,135,68
51020,132,136,68
51021,132,169,84
51022,132,81,29
51023,132,170,68
51024,132,137,66
51025,132,172,75
51026,132,171,76
51027,132,80,24
51028,132,173,73
51029,132,138,63
51030,132,174,97
51031,132,139,84
51032,132,82,24
51033,132,83,27
51034,132,190,
51035,132,175,63
51036,132,84,3
51037,132,176,75
51038,132,85,10
51039,132,140,76
51040,132,86,16
51041,132,177,68
51042,132,87,16
51043,132,88,27
51044,132,141,73
51045,132,142,88
51046,132,143,72
51047,132,178,53
51048,132,89,29
51049,132,90,22
51050,132,91,24
51052,132,92,16
51053,132,144,68
51054,132,145,72
51055,132,93,11
51056,132,94,27
51057,132,146,48
51058,132,95,24
51059,132,96,11
51060,132,97,27
51061,132,147,35
51062,132,98,3
51063,132,99,27
51064,132,148,48
51065,132,179,68
51066,132,180,88
51067,132,149,53
51068,132,150,73
51069,132,151,53
51070,132,152,73
51071,132,100,22
51072,132,101,27
51073,132,102,10
51074,132,153,73
51075,71,71,6
51076,71,167,6
51077,71,72,16
51078,71,133,20
51079,71,74,20
51080,71,76,16
51081,71,183,
51082,71,75,6
51083,71,77,26
51084,71,78,26
51085,71,79,25
51086,71,134,26
51087,71,168,9
51088,71,187,
51089,71,188,
51090,71,135,6
51091,71,136,20
51092,71,169,10
51093,71,81,6
51094,71,170,20
51095,71,137,10
51096,71,172,6
51097,71,171,6
51098,71,80,26
51099,71,173,26
51100,71,138,6
51101,71,174,20
51102,71,139,10
51103,71,82,26
51104,71,83,20
51105,71,190,
51106,71,175,6
51107,71,84,10
51108,71,176,6
51109,71,85,6
51110,71,140,6
51111,71,86,6
51112,71,177,6
51113,71,87,6
51114,71,88,16
51115,71,141,26
51116,71,142,13
51117,71,143,6
51118,71,178,16
51119,71,89,20
51120,71,90,6
51121,71,91,26
51123,71,92,6
51124,71,144,20
51125,71,145,6
51126,71,93,6
51127,71,94,6
51128,71,146,9
51129,71,95,13
51130,71,96,9
51131,71,97,16
51132,71,147,26
51133,71,98,10
51134,71,99,20
51135,71,148,9
51136,71,179,20
51137,71,180,9
51138,71,149,25
51139,71,150,26
51140,71,151,16
51141,71,152,6
51142,71,100,6
51143,71,101,20
51144,71,102,6
51145,71,153,6
51146,167,167,127
51147,167,72,16
51148,167,133,55
51149,167,74,20
51150,167,76,16
51151,167,183,
51152,167,75,6
51153,167,77,26
51154,167,78,26
51155,167,79,25
51156,167,134,55
51157,167,168,148
51158,167,187,
51159,167,188,
51160,167,135,86
51161,167,136,55
51162,167,169,110
51163,167,81,6
51164,167,170,141
51165,167,137,33
51166,167,172,127
51167,167,171,127
51168,167,80,26
51169,167,173,112
51170,167,138,71
51171,167,174,123
51172,167,139,33
51173,167,82,26
51174,167,83,20
51175,167,190,
51176,167,175,140
51177,167,84,10
51178,167,176,127
51179,167,85,6
51180,167,140,86
51181,167,86,6
51182,167,177,127
51183,167,87,6
51184,167,88,16
51185,167,141,78
51186,167,142,42
51187,167,143,87
51188,167,178,131
51189,167,89,20
51190,167,90,6
51191,167,91,26
51193,167,92,6
51194,167,144,55
51195,167,145,87
51196,167,93,6
51197,167,94,6
51198,167,146,50
51199,167,95,13
51200,167,96,9
51201,167,97,16
51202,167,147,78
51203,167,98,10
51204,167,99,20
51205,167,148,50
51206,167,179,141
51207,167,180,148
51208,167,149,59
51209,167,150,78
51210,167,151,76
51211,167,152,86
51212,167,100,6
51213,167,101,20
51214,167,102,6
51215,167,153,86
51216,72,72,11
51217,72,133,12
51218,72,74,12
51219,72,76,11
51220,72,183,
51221,72,75,22
51222,72,77,25
51223,72,78,25
51224,72,79,14
51225,72,134,18
51226,72,168,11
51227,72,187,
51228,72,188,
51229,72,135,22
51230,72,136,12
51231,72,169,10
51232,72,81,22
51233,72,170,12
51234,72,137,10
51235,72,172,22
51236,72,171,16
51237,72,80,25
51238,72,173,25
51239,72,138,11
51240,72,174,14
51241,72,139,10
51242,72,82,25
51243,72,83,14
51244,72,190,
51245,72,175,11
51246,72,84,10
51247,72,176,22
51248,72,85,10
51249,72,140,16
51250,72,86,16
51251,72,177,22
51252,72,87,16
51253,72,88,11
51254,72,141,25
51255,72,142,14
51256,72,143,16
51257,72,178,11
51258,72,89,12
51259,72,90,22
51260,72,91,25
51262,72,92,16
51263,72,144,12
51264,72,145,16
51265,72,93,11
51266,72,94,16
51267,72,146,11
51268,72,95,14
51269,72,96,11
51270,72,97,11
51271,72,147,25
51272,72,98,10
51273,72,99,14
51274,72,148,11
51275,72,179,12
51276,72,180,11
51277,72,149,14
51278,72,150,25
51279,72,151,11
51280,72,152,16
51281,72,100,22
51282,72,101,14
51283,72,102,10
51284,72,153,16
51285,133,133,46
51286,133,74,7
51287,133,76,12
51288,133,183,
51289,133,75,7
51290,133,77,25
51291,133,78,20
51292,133,79,12
51293,133,134,67
51294,133,168,54
51295,133,187,
51296,133,188,
51297,133,135,34
51298,133,136,46
51299,133,169,98
51300,133,81,5
51301,133,170,46
51302,133,137,51
51303,133,172,46
51304,133,171,55
51305,133,80,25
51306,133,173,55
51307,133,138,83
51308,133,174,83
51309,133,139,98
51310,133,82,25
51311,133,83,19
51312,133,190,
51313,133,175,83
51314,133,84,3
51315,133,176,46
51316,133,85,18
51317,133,140,55
51318,133,86,20
51319,133,177,34
51320,133,87,20
51321,133,88,29
51322,133,141,55
51323,133,142,60
51324,133,143,59
51325,133,178,68
51326,133,89,7
51327,133,90,7
51328,133,91,25
51330,133,92,25
51331,133,144,46
51332,133,145,59
51333,133,93,19
51334,133,94,15
51335,133,146,60
51336,133,95,30
51337,133,96,30
51338,133,97,29
51339,133,147,59
51340,133,98,3
51341,133,99,19
51342,133,148,60
51343,133,179,46
51344,133,180,54
51345,133,149,36
51346,133,150,55
51347,133,151,68
51348,133,152,62
51349,133,100,7
51350,133,101,19
51351,133,102,18
51352,133,153,62
51353,74,74,7
51354,74,76,12
51355,74,183,
51356,74,75,7
51357,74,77,25
51358,74,78,20
51359,74,79,12
51360,74,134,18
51361,74,168,29
51362,74,187,
51363,74,188,
51364,74,135,5
51365,74,136,7
51366,74,169,3
51367,74,81,5
51368,74,170,7
51369,74,137,8
51370,74,172,7
51371,74,171,20
51372,74,80,25
51373,74,173,20
51374,74,138,19
51375,74,174,19
51376,74,139,3
51377,74,82,25
51378,74,83,19
51379,74,190,
51380,74,175,19
51381,74,84,3
51382,74,176,7
51383,74,85,18
51384,74,140,20
51385,74,86,20
51386,74,177,5
51387,74,87,20
51388,74,88,29
51389,74,141,20
51390,74,142,30
51391,74,143,25
51392,74,178,29
51393,74,89,7
51394,74,90,7
51395,74,91,25
51397,74,92,25
51398,74,144,7
51399,74,145,25
51400,74,93,19
51401,74,94,15
51402,74,146,30
51403,74,95,30
51404,74,96,30
51405,74,97,29
51406,74,147,25
51407,74,98,3
51408,74,99,19
51409,74,148,30
51410,74,179,7
51411,74,180,29
51412,74,149,12
51413,74,150,20
51414,74,151,29
51415,74,152,15
51416,74,100,7
51417,74,101,19
51418,74,102,18
51419,74,153,15
51420,76,76,11
51421,76,183,
51422,76,75,22
51423,76,77,25
51424,76,78,25
51425,76,79,14
51426,76,134,18
51427,76,168,11
51428,76,187,
51429,76,188,
51430,76,135,22
51431,76,136,12
51432,76,169,10
51433,76,81,22
51434,76,170,12
51435,76,137,10
51436,76,172,22
51437,76,171,16
51438,76,80,25
51439,76,173,25
51440,76,138,11
51441,76,174,14
51442,76,139,10
51443,76,82,25
51444,76,83,14
51445,76,190,
51446,76,175,11
51447,76,84,10
51448,76,176,22
51449,76,85,10
51450,76,140,16
51451,76,86,16
51452,76,177,22
51453,76,87,16
51454,76,88,11
51455,76,141,25
51456,76,142,14
51457,76,143,16
51458,76,178,11
51459,76,89,12
51460,76,90,22
51461,76,91,25
51463,76,92,16
51464,76,144,12
51465,76,145,16
51466,76,93,11
51467,76,94,16
51468,76,146,11
51469,76,95,14
51470,76,96,11
51471,76,97,11
51472,76,147,25
51473,76,98,10
51474,76,99,14
51475,76,148,11
51476,76,179,12
51477,76,180,11
51478,76,149,14
51479,76,150,25
51480,76,151,11
51481,76,152,16
51482,76,100,22
51483,76,101,14
51484,76,102,10
51485,76,153,16
51486,183,183,
51487,183,75,
51488,183,77,
51489,183,78,
51490,183,79,
51491,183,134,
51492,183,168,
51493,183,187,
51494,183,188,
51495,183,135,
51496,183,136,
51497,183,169,
51498,183,81,
51499,183,170,
51500,183,137,
51501,183,172,
51502,183,171,
51503,183,80,
51504,183,173,
51505,183,138,
51506,183,174,
51507,183,139,
51508,183,82,
51509,183,83,
51510,183,190,
51511,183,175,
51512,183,84,
51513,183,176,
51514,183,85,
51515,183,140,
51516,183,86,
51517,183,177,
51518,183,87,
51519,183,88,
51520,183,141,
51521,183,142,
51522,183,143,
51523,183,178,
51524,183,89,
51525,183,90,
51526,183,91,
51528,183,92,
51529,183,144,
51530,183,145,
51531,183,93,
51532,183,94,
51533,183,146,
51534,183,95,
51535,183,96,
51536,183,97,
51537,183,147,
51538,183,98,
51539,183,99,
51540,183,148,
51541,183,179,
51542,183,180,
51543,183,149,
51544,183,150,
51545,183,151,
51546,183,152,
51547,183,100,
51548,183,101,
51549,183,102,
51550,183,153,
51551,75,75,22
51552,75,77,25
51553,75,78,20
51554,75,79,12
51555,75,134,18
51556,75,168,22
51557,75,187,
51558,75,188,
51559,75,135,22
51560,75,136,7
51561,75,169,10
51562,75,81,22
51563,75,170,7
51564,75,137,10
51565,75,172,22
51566,75,171,6
51567,75,80,25
51568,75,173,20
51569,75,138,21
51570,75,174,19
51571,75,139,10
51572,75,82,25
51573,75,83,19
51574,75,190,
51575,75,175,21
51576,75,84,10
51577,75,176,22
51578,75,85,10
51579,75,140,6
51580,75,86,6
51581,75,177,22
51582,75,87,6
51583,75,88,22
51584,75,141,20
51585,75,142,30
51586,75,143,16
51587,75,178,22
51588,75,89,7
51589,75,90,22
51590,75,91,25
51592,75,92,16
51593,75,144,7
51594,75,145,16
51595,75,93,21
51596,75,94,6
51597,75,146,22
51598,75,95,30
51599,75,96,22
51600,75,97,22
51601,75,147,25
51602,75,98,10
51603,75,99,19
51604,75,148,22
51605,75,179,7
51606,75,180,22
51607,75,149,12
51608,75,150,20
51609,75,151,22
51610,75,152,6
51611,75,100,22
51612,75,101,19
51613,75,102,10
51614,75,153,6
51615,77,77,17
51616,77,78,26
51617,77,79,25
51618,77,134,17
51619,77,168,1
51620,77,187,
51621,77,188,
51622,77,135,24
51623,77,136,25
51624,77,169,3
51625,77,81,24
51626,77,170,25
51627,77,137,8
51628,77,172,25
51629,77,171,26
51630,77,80,17
51631,77,173,26
51632,77,138,17
51633,77,174,17
51634,77,139,3
51635,77,82,17
51636,77,83,17
51637,77,190,
51638,77,175,17
51639,77,84,3
51640,77,176,25
51641,77,85,17
51642,77,140,26
51643,77,86,26
51644,77,177,24
51645,77,87,26
51646,77,88,24
51647,77,141,26
51648,77,142,13
51649,77,143,17
51650,77,178,24
51651,77,89,25
51652,77,90,25
51653,77,91,17
51655,77,92,17
51656,77,144,25
51657,77,145,17
51658,77,93,17
51659,77,94,23
51660,77,146,13
51661,77,95,13
51662,77,96,13
51663,77,97,24
51664,77,147,17
51665,77,98,3
51666,77,99,17
51667,77,148,13
51668,77,179,25
51669,77,180,1
51670,77,149,25
51671,77,150,26
51672,77,151,24
51673,77,152,23
51674,77,100,25
51675,77,101,17
51676,77,102,17
51677,77,153,23
51678,78,78,26
51679,78,79,25
51680,78,134,26
51681,78,168,1
51682,78,187,
51683,78,188,
51684,78,135,15
51685,78,136,20
51686,78,169,3
51687,78,81,15
51688,78,170,20
51689,78,137,8
51690,78,172,20
51691,78,171,26
51692,78,80,26
51693,78,173,26
51694,78,138,20
51695,78,174,20
51696,78,139,3
51697,78,82,26
51698,78,83,20
51699,78,190,
51700,78,175,20
51701,78,84,3
51702,78,176,20
51703,78,85,26
51704,78,140,26
51705,78,86,26
51706,78,177,15
51707,78,87,26
51708,78,88,27
51709,78,141,26
51710,78,142,13
51711,78,143,26
51712,78,178,27
51713,78,89,20
51714,78,90,20
51715,78,91,26
51717,78,92,26
51718,78,144,20
51719,78,145,26
51720,78,93,20
51721,78,94,15
51722,78,146,13
51723,78,95,13
51724,78,96,13
51725,78,97,27
51726,78,147,26
51727,78,98,3
51728,78,99,20
51729,78,148,13
51730,78,179,20
51731,78,180,1
51732,78,149,25
51733,78,150,26
51734,78,151,27
51735,78,152,15
51736,78,100,20
51737,78,101,20
51738,78,102,26
51739,78,153,15
51740,79,79,14
51741,79,134,18
51742,79,168,24
51743,79,187,
51744,79,188,
51745,79,135,29
51746,79,136,12
51747,79,169,3
51748,79,81,29
51749,79,170,12
51750,79,137,8
51751,79,172,12
51752,79,171,25
51753,79,80,25
51754,79,173,25
51755,79,138,14
51756,79,174,14
51757,79,139,3
51758,79,82,25
51759,79,83,14
51760,79,190,
51761,79,175,14
51762,79,84,3
51763,79,176,12
51764,79,85,18
51765,79,140,25
51766,79,86,25
51767,79,177,29
51768,79,87,25
51769,79,88,27
51770,79,141,25
51771,79,142,14
51772,79,143,25
51773,79,178,27
51774,79,89,12
51775,79,90,12
51776,79,91,25
51778,79,92,25
51779,79,144,12
51780,79,145,25
51781,79,93,14
51782,79,94,27
51783,79,146,14
51784,79,95,14
51785,79,96,14
51786,79,97,27
51787,79,147,25
51788,79,98,3
51789,79,99,14
51790,79,148,14
51791,79,179,12
51792,79,180,24
51793,79,149,14
51794,79,150,25
51795,79,151,27
51796,79,152,27
51797,79,100,12
51798,79,101,14
51799,79,102,18
51800,79,153,27
51801,134,134,67
51802,134,168,64
51803,134,187,
51804,134,188,
51805,134,135,64
51806,134,136,67
51807,134,169,64
51808,134,81,28
51809,134,170,67
51810,134,137,67
51811,134,172,67
51812,134,171,55
51813,134,80,17
51814,134,173,55
51815,134,138,67
51816,134,174,67
51817,134,139,64
51818,134,82,17
51819,134,83,18
51820,134,190,
51821,134,175,67
51822,134,84,28
51823,134,176,67
51824,134,85,18
51825,134,140,55
51826,134,86,26
51827,134,177,64
51828,134,87,26
51829,134,88,28
51830,134,141,55
51831,134,142,67
51832,134,143,80
51833,134,178,64
51834,134,89,18
51835,134,90,18
51836,134,91,17
51838,134,92,17
51839,134,144,67
51840,134,145,80
51841,134,93,18
51842,134,94,15
51843,134,146,67
51844,134,95,18
51845,134,96,18
51846,134,97,28
51847,134,147,80
51848,134,98,28
51849,134,99,18
51850,134,148,67
51851,134,179,67
51852,134,180,64
51853,134,149,67
51854,134,150,55
51855,134,151,64
51856,134,152,47
51857,134,100,18
51858,134,101,18
51859,134,102,18
51860,134,153,47
51861,168,168,128
51862,168,187,
51863,168,188,
51864,168,135,54
51865,168,136,54
51866,168,169,103
51867,168,81,29
51868,168,170,104
51869,168,137,33
51870,168,172,111
51871,168,171,148
51872,168,80,1
51873,168,173,124
51874,168,138,71
51875,168,174,153
51876,168,139,98
51877,168,82,1
51878,168,83,23
51879,168,190,
51880,168,175,140
51881,168,84,31
51882,168,176,111
51883,168,85,10
51884,168,140,50
51885,168,86,9
51886,168,177,104
51887,168,87,9
51888,168,88,24
51889,168,141,182
51890,168,142,182
51891,168,143,70
51892,168,178,151
51893,168,89,29
51894,168,90,22
51895,168,91,1
51897,168,92,9
51898,168,144,54
51899,168,145,70
51900,168,93,6
51901,168,94,1
51902,168,146,96
51903,168,95,1
51904,168,96,9
51905,168,97,24
51906,168,147,182
51907,168,98,31
51908,168,99,23
51909,168,148,96
51910,168,179,104
51911,168,180,128
51912,168,149,88
51913,168,150,182
51914,168,151,88
51915,168,152,182
51916,168,100,22
51917,168,101,23
51918,168,102,10
51919,168,153,182
51920,187,187,
51921,187,188,
51922,187,135,
51923,187,136,
51924,187,169,
51925,187,81,
51926,187,170,
51927,187,137,
51928,187,172,
51929,187,171,
51930,187,80,
51931,187,173,
51932,187,138,
51933,187,174,
51934,187,139,
51935,187,82,
51936,187,83,
51937,187,190,
51938,187,175,
51939,187,84,
51940,187,176,
51941,187,85,
51942,187,140,
51943,187,86,
51944,187,177,
51945,187,87,
51946,187,88,
51947,187,141,
51948,187,142,
51949,187,143,
51950,187,178,
51951,187,89,
51952,187,90,
51953,187,91,
51955,187,92,
51956,187,144,
51957,187,145,
51958,187,93,
51959,187,94,
51960,187,146,
51961,187,95,
51962,187,96,
51963,187,97,
51964,187,147,
51965,187,98,
51966,187,99,
51967,187,148,
51968,187,179,
51969,187,180,
51970,187,149,
51971,187,150,
51972,187,151,
51973,187,152,
51974,187,100,
51975,187,101,
51976,187,102,
51977,187,153,
51978,188,188,
51979,188,135,
51980,188,136,
51981,188,169,
51982,188,81,
51983,188,170,
51984,188,137,
51985,188,172,
51986,188,171,
51987,188,80,
51988,188,173,
51989,188,138,
51990,188,174,
51991,188,139,
51992,188,82,
51993,188,83,
51994,188,190,
51995,188,175,
51996,188,84,
51997,188,176,
51998,188,85,
51999,188,140,
52000,188,86,
52001,188,177,
52002,188,87,
52003,188,88,
52004,188,141,
52005,188,142,
52006,188,143,
52007,188,178,
52008,188,89,
52009,188,90,
